generation,genome_id,episode,reward,initial_distance,final_distance,avg_distance,distance_improvement,steps,goal_reached,initial_x,initial_z,final_x,final_z,target_x,target_z
1,38,2,1.9785102232041694,2273.009015552632,2143.4388110885484,2144.3437341442886,129.57020446408342,30,False,-1171.009,0.2658995,-1015.509,-332.3937,1102.0,0.0
1,38,3,2.374879359115948,2273.000015854506,2135.502428672187,2154.4635459563733,137.49758718231897,30,False,-1171.0,0.2684671,-1004.292,-352.0009,1102.0,0.0
2,35,1,92.41498257392776,2273.0120159604257,461.8373644818704,1124.6307394150922,1811.1746514785555,30,False,-1171.012,0.2693631,788.325,-338.9716,1102.0,0.0
2,35,2,78.78485947201833,2273.0000157365675,688.9378262962008,1222.4064191233376,1584.0621894403666,30,False,-1171.0,0.2674667,419.4583,-93.65979,1102.0,0.0
2,35,3,60.5668789983258,2273.009015626347,1025.331435659831,1306.6526174147405,1247.6775799665159,30,False,-1171.009,0.2665289,122.0428,-301.6429,1102.0,0.0
2,21,1,-1.5208475879605192,2273.014015956371,2223.005967715582,1719.230839644602,50.00804824078932,30,False,-1171.014,0.269329,221.2553,-2041.089,1102.0,0.0
2,21,2,43.41045262991389,2273.004015401916,1371.0699628036382,1515.8479501056977,901.934052598278,30,False,-1171.004,0.2646077,-40.1269,758.5374,1102.0,0.0
2,21,3,3.8241961380713265,2273.0100155372693,2137.1460927758426,1604.1123394940844,135.8639227614267,30,False,-1171.01,0.2657682,-917.8623,-698.2476,1102.0,0.0
2,39,1,13.840464249061744,2273.0000157506674,1924.2207307694327,1759.6924089577146,348.7792849812347,30,False,-1171.0,0.2675865,-619.4261,859.8358,1102.0,0.0
2,39,2,11.72155185752609,2273.0050157914743,1966.6239786409524,1730.2631224685595,306.38103715052193,30,False,-1171.005,0.2679332,-643.9134,905.2051,1102.0,0.0
2,39,3,6.45284971350413,2273.0060153846903,2079.4940211146077,1812.0929500881493,193.5119942700826,30,False,-1171.006,0.2644598,-812.7404,811.2118,1102.0,0.0
2,40,1,40.467067102948015,2273.0050157233686,1381.3336736644083,1764.611865594136,891.6713420589604,30,False,-1171.005,0.2673548,470.8039,-1228.688,1102.0,0.0
2,40,2,37.019293908376234,2273.01201634452,1449.6561381769952,1701.0137410774043,823.3558781675247,30,False,-1171.012,0.272585,333.3032,-1229.068,1102.0,0.0
2,40,3,45.89116835942768,2273.000015844527,1265.1766486559732,1935.4719483688464,1007.8233671885537,30,False,-1171.0,0.2683826,344.7344,-1013.519,1102.0,0.0
2,41,1,2.1870340016559764,2273.0120155661134,2139.271335532994,2143.116082335267,133.7406800331196,30,False,-1171.012,0.2660149,-997.1384,-412.4316,1102.0,0.0
2,41,2,2.5047372176419436,2273.0070152865032,2132.9122709336643,2143.1512815774468,140.09474435283892,30,False,-1171.007,0.2636146,-991.9754,-405.6868,1102.0,0.0
2,41,3,1.877409162382648,2273.00101549912,2145.452832251467,2145.0613364178607,127.54818324765301,30,False,-1171.001,0.2654412,-1003.644,-411.3772,1102.0,0.0
2,42,1,126.80272477901119,2273.003015385641,61.82851980541749,1182.171200220628,2211.1744955802237,22,True,-1171.003,0.2644678,1135.421,52.01733,1102.0,0.0
2,42,2,103.67940946001853,2273.0100158562077,278.7018266558366,979.2387684397538,1994.308189200371,30,False,-1171.01,0.2684821,846.4551,111.2273,1102.0,0.0
2,42,3,126.06304081068023,2273.0000158194107,66.15919960580605,1305.3924562429163,2206.8408162136047,21,True,-1171.0,0.2681698,1037.063,12.65803,1102.0,0.0
2,43,1,-22.54459611016415,2273.000015741545,2700.066937944828,1817.6539294515921,-427.06692220328296,30,False,-1171.0,0.267509,-1471.279,-817.6776,1102.0,0.0
2,43,2,64.86932411807871,2273.000015789776,1010.7585334282021,1328.5848561222351,1262.241482361574,30,False,-1171.0,0.2679185,131.3153,-281.7872,1102.0,0.0
2,43,3,32.70012645329728,2273.0000153545993,1586.2774862886538,1421.3313187372817,686.7225290659455,30,False,-1171.0,0.2642007,-478.838,131.2535,1102.0,0.0
2,44,1,-6.531247540535811,2273.0000153302117,2313.624966140928,2234.0392068914553,-40.6249508107162,30,False,-1171.0,0.2639908,-1184.743,-351.6631,1102.0,0.0
2,44,2,-4.640011406389567,2273.0110162671735,2275.811244394965,2222.954676224929,-2.8002281277913426,30,False,-1171.011,0.2719392,-1150.776,-322.9816,1102.0,0.0
